Survey,Year,Quarter,Area,SubArea,AphiaID,Species,Age_0,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,DateofCalculation
BITS,2017,1,25,9,126436,Gadus morhua,0.0000,6.9604,12.3203,84.1097,59.2648,11.2986,1.6085,0.0476,0.0330,0.0000,0.0000,20210329
BITS,2017,1,26,10,126436,Gadus morhua,0.0000,27.3611,15.0740,11.7830,10.2495,8.0735,3.6789,0.8789,0.1915,0.0595,0.0000,20210329
BITS,2017,1,26,11,126436,Gadus morhua,0.0000,10.5228,58.4144,145.6761,93.2585,56.4193,23.0033,4.8179,0.6144,0.1333,0.0000,20210329
BITS,2017,1,26,12,126436,Gadus morhua,0.0000,2.3313,31.9616,174.0041,126.5444,78.9642,32.5398,5.4264,0.6768,0.1402,0.0000,20210329
BITS,2017,1,26,13,126436,Gadus morhua,0.0000,6.2500,20.6628,186.1910,165.1083,123.8942,46.8436,10.2846,1.8369,0.1786,0.0000,20210329
BITS,2017,1,26,9,126436,Gadus morhua,0.0000,13.6833,4.3371,6.9370,8.5966,7.7137,4.3810,0.9782,0.2762,0.0968,0.0000,20210329
BITS,2017,1,27,10,126436,Gadus morhua,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2017,1,27,11,126436,Gadus morhua,0.0000,0.0000,0.1667,6.1238,2.2095,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2017,1,27,12,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2017,1,27,13,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2017,1,28,10,126436,Gadus morhua,0.0000,3.6000,1.2796,4.0729,3.6452,2.6675,0.8010,0.1157,0.0000,0.0182,0.0000,20210329
BITS,2017,1,28,11,126436,Gadus morhua,0.0000,0.0000,1.3229,5.3677,4.1722,2.9200,1.2348,0.1641,0.0000,0.0182,0.0000,20210329
BITS,2017,1,28,12,126436,Gadus morhua,0.0000,0.0000,48.4726,286.1026,155.4577,117.0508,34.1263,7.0081,0.8000,0.5818,0.0000,20210329
BITS,2017,1,28,13,126436,Gadus morhua,0.0000,0.0000,7.3579,50.9121,34.4942,25.6110,8.5339,0.7273,0.0000,0.3636,0.0000,20210329
BITS,2017,1,28,9,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2018,1,21,10,126436,Gadus morhua,0.0000,5.3144,10.8556,0.6300,1.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2018,1,21,11,126436,Gadus morhua,0.0000,1.7500,5.9250,2.3250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2018,1,21,9,126436,Gadus morhua,0.0000,4.2765,20.8350,2.2731,27.9000,12.1615,4.0538,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2018,1,22,8,126436,Gadus morhua,0.0000,1.6940,23.1260,0.0000,0.0000,0.0000,0.6200,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2018,1,22,9,126436,Gadus morhua,0.0000,4.5393,734.7887,13.6937,17.4693,6.1133,0.7002,0.3490,0.1163,0.0000,0.0000,20210329
BITS,2018,1,23,8,126436,Gadus morhua,0.0000,10.2667,1381.8644,18.9444,489.5244,146.7333,10.3333,2.0667,0.0000,0.0000,0.0000,20210329
BITS,2018,1,23,9,126436,Gadus morhua,0.0000,2.3045,5370.3814,70.3886,269.6559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2018,1,24,10,126436,Gadus morhua,0.0000,1.2846,900.9883,633.4656,147.1951,46.9584,24.4104,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2018,1,24,11,126436,Gadus morhua,0.0000,6.0000,612.8524,237.9119,26.8357,4.0000,0.4000,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2018,1,24,8,126436,Gadus morhua,0.0000,0.0000,175.9506,98.2520,13.5664,2.8178,0.5140,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2018,1,24,9,126436,Gadus morhua,0.0000,1.4565,578.5451,397.0310,57.6658,9.7165,2.4409,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2018,1,25,10,126436,Gadus morhua,0.0000,9.5352,447.2853,316.4223,127.8312,30.6303,9.8268,0.5916,0.5505,0.0000,0.0000,20210329
BITS,2018,1,25,11,126436,Gadus morhua,0.0000,2.3816,183.4481,204.4306,149.5301,37.7517,11.3740,0.5560,0.5667,0.0000,0.0000,20210329
BITS,2018,1,25,12,126436,Gadus morhua,0.0000,0.4000,5.3224,24.5792,41.1883,15.2863,5.7248,0.3656,0.3333,0.0000,0.0000,20210329
BITS,2018,1,25,9,126436,Gadus morhua,0.0000,1.8125,12.1849,67.8738,74.9846,16.1409,4.6178,0.2783,0.1071,0.0000,0.0000,20210329
BITS,2018,1,26,10,126436,Gadus morhua,0.0000,17.3285,348.0036,90.4287,53.0337,42.0990,13.1731,4.9690,1.3137,0.2323,0.0000,20210329
BITS,2018,1,26,11,126436,Gadus morhua,0.0000,136.7489,780.3499,138.8090,96.4810,87.6898,29.9764,14.3455,9.6768,2.6952,0.2273,20210329
BITS,2018,1,26,12,126436,Gadus morhua,0.0000,0.0658,4.9983,5.5263,5.6335,4.6298,1.1456,0.3616,0.0242,0.0148,0.0000,20210329
BITS,2018,1,26,13,126436,Gadus morhua,0.0000,0.2500,0.0000,0.1649,0.3043,0.2741,0.0068,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2018,1,26,14,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2018,1,26,9,126436,Gadus morhua,0.0000,1.4879,9.9525,11.1286,11.6771,10.0014,2.4545,0.5314,0.0256,0.0741,0.0000,20210329
BITS,2018,1,27,11,126436,Gadus morhua,0.0000,0.5000,12.0000,5.7500,4.2500,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2018,1,27,12,126436,Gadus morhua,0.0000,0.0000,36.0000,18.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2018,1,28,10,126436,Gadus morhua,0.0000,2.0833,6.9081,2.5163,2.3625,1.7464,0.2583,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2018,1,28,11,126436,Gadus morhua,0.0000,2.7733,30.1735,8.0877,4.8344,2.0976,0.4333,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2018,1,28,12,126436,Gadus morhua,0.0000,0.2000,18.8446,3.0626,0.5000,0.3929,0.0000,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2018,1,28,9,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210329
BITS,2019,1,21,10,126436,Gadus morhua,0.0000,0.3667,0.3667,1.0333,3.1000,0.0000,0.0000,0.5167,0.0000,0.0000,0.0000,20210325
BITS,2019,1,21,11,126436,Gadus morhua,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2019,1,21,9,126436,Gadus morhua,0.0000,0.0000,2.9315,3.8352,2.4111,1.3778,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2019,1,22,8,126436,Gadus morhua,0.0000,0.2881,1.3998,2.6997,0.2395,0.9300,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2019,1,22,9,126436,Gadus morhua,0.0000,2.8658,97.5357,1697.4686,33.0862,6.1747,0.1632,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2019,1,23,8,126436,Gadus morhua,0.0000,0.6600,107.0741,1552.7879,103.3185,21.4384,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2019,1,23,9,126436,Gadus morhua,0.0000,0.0000,1.9040,8.5790,20.5737,23.0433,4.3400,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2019,1,24,10,126436,Gadus morhua,0.0000,3.7241,131.0321,552.2448,166.2094,55.5405,8.9792,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2019,1,24,8,126436,Gadus morhua,0.0000,1.6667,13.9333,148.4733,48.5007,15.8661,2.8417,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2019,1,24,9,126436,Gadus morhua,0.0000,2.2667,19.1650,132.9517,40.0365,11.2326,2.2099,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2019,1,25,10,126436,Gadus morhua,0.0000,13.0831,427.9587,142.6922,31.6576,5.0620,0.6701,0.4097,0.0000,0.0000,0.0000,20210325
BITS,2019,1,25,11,126436,Gadus morhua,0.0000,6.3728,329.9644,342.7734,89.2838,12.0926,1.5599,0.7701,0.0000,0.0000,0.0000,20210325
BITS,2019,1,25,12,126436,Gadus morhua,0.0000,0.9528,189.3801,418.1534,151.3803,22.7564,2.7641,1.9461,0.0000,0.0000,0.0000,20210325
BITS,2019,1,25,9,126436,Gadus morhua,0.0000,1.0000,5.2890,30.5908,11.5898,1.6483,0.1813,0.0758,0.0000,0.0000,0.0000,20210325
BITS,2019,1,26,10,126436,Gadus morhua,0.0000,3.8500,175.4894,210.6610,24.0166,3.8745,0.4232,0.0500,0.0000,0.0000,0.0000,20210325
BITS,2019,1,26,11,126436,Gadus morhua,0.0000,9.7543,447.7190,263.3109,28.4091,3.7147,1.8989,0.1238,0.0000,0.0000,0.0000,20210325
BITS,2019,1,26,12,126436,Gadus morhua,0.0000,0.4056,227.1112,332.1628,42.5102,5.1497,1.1219,0.1538,0.0000,0.0000,0.0000,20210325
BITS,2019,1,26,13,126436,Gadus morhua,0.0000,0.0000,1.8370,4.3921,1.6324,0.0885,0.0000,0.0500,0.0000,0.0000,0.0000,20210325
BITS,2019,1,26,14,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2019,1,26,9,126436,Gadus morhua,0.0000,0.5477,33.0432,72.6222,17.3993,2.2017,0.6970,0.0888,0.0000,0.0000,0.0000,20210325
BITS,2019,1,27,11,126436,Gadus morhua,0.0000,0.0000,10.1190,3.7381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2019,1,27,12,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2019,1,28,10,126436,Gadus morhua,0.0000,0.0000,20.9378,20.2616,5.4034,0.6472,0.2500,0.2500,0.0000,0.0000,0.0000,20210325
BITS,2019,1,28,11,126436,Gadus morhua,0.0000,0.0000,34.5985,20.7528,3.0519,1.3746,0.4444,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2019,1,28,12,126436,Gadus morhua,0.0000,0.0000,14.0084,8.1693,0.3388,0.0549,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2019,1,28,13,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2019,1,28,9,126436,Gadus morhua,0.0000,0.5000,6.1610,12.3118,4.0624,0.4647,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2020,1,21,10,126436,Gadus morhua,0.0000,19.2089,2.7911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2020,1,21,11,126436,Gadus morhua,0.0000,34.1302,9.2198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2020,1,21,9,126436,Gadus morhua,0.0000,21.0510,9.2690,0.6200,9.6100,0.2067,3.2033,0.0000,1.0333,0.0000,0.0000,20210325
BITS,2020,1,22,8,126436,Gadus morhua,0.0000,13.9700,9.6589,3.0792,82.2307,0.9105,0.0794,0.0000,0.0000,0.0000,0.2067,20210325
BITS,2020,1,22,9,126436,Gadus morhua,0.0000,6.6314,3.0893,3.1415,185.1112,2.5365,1.4080,0.1107,0.0000,0.0000,0.0000,20210325
BITS,2020,1,23,8,126436,Gadus morhua,0.0000,35.4160,150.5723,59.7165,413.7887,49.4356,174.7451,20.8378,13.0584,13.3362,0.0000,20210325
BITS,2020,1,23,9,126436,Gadus morhua,0.0000,4.2790,67.1020,302.0636,3185.0690,189.3263,104.9133,3.0148,0.0000,0.0000,0.0000,20210325
BITS,2020,1,24,10,126436,Gadus morhua,0.0000,81.0739,263.8170,171.8260,122.2017,1.8123,1.7031,1.4965,0.2861,0.0000,0.0000,20210325
BITS,2020,1,24,11,126436,Gadus morhua,0.0000,47.4317,143.8142,132.6806,66.9835,1.2400,1.5500,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2020,1,24,8,126436,Gadus morhua,0.0000,41.1051,14.4681,31.7764,81.1567,3.1620,1.7050,3.0311,1.1022,0.0000,0.0000,20210325
BITS,2020,1,24,9,126436,Gadus morhua,0.0000,162.0573,230.7930,116.2574,75.3439,1.5474,0.7794,1.0206,0.2824,0.0000,0.0000,20210325
BITS,2020,1,25,10,126436,Gadus morhua,0.0000,48.7024,198.9347,204.6413,52.5332,4.9824,0.1414,0.1857,0.0000,0.0000,0.0000,20210325
BITS,2020,1,25,11,126436,Gadus morhua,0.0000,29.6332,252.2537,390.6686,107.3910,10.7255,0.4225,0.3513,0.0000,0.0000,0.0000,20210325
BITS,2020,1,25,12,126436,Gadus morhua,0.0000,16.0994,270.4354,620.6579,196.9755,21.0716,0.6825,0.9348,0.0000,0.0000,0.0000,20210325
BITS,2020,1,25,9,126436,Gadus morhua,0.0000,23.8863,168.5466,127.8958,30.5503,3.5442,0.2297,0.1706,0.0000,0.0000,0.0000,20210325
BITS,2020,1,26,10,126436,Gadus morhua,0.0000,26.2586,106.0111,341.9018,233.0869,53.7667,0.1250,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2020,1,26,11,126436,Gadus morhua,0.0000,10.0718,47.8043,152.4266,90.7915,18.5308,0.1538,0.0000,0.1538,0.0000,0.0000,20210325
BITS,2020,1,26,12,126436,Gadus morhua,0.0000,0.0000,4.1054,16.1831,9.5759,1.6759,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2020,1,26,13,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2020,1,26,14,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2020,1,26,9,126436,Gadus morhua,0.0000,1.2111,22.7901,64.4019,43.5697,12.0272,0.1667,0.0000,0.0556,0.0000,0.0000,20210325
BITS,2020,1,27,10,126436,Gadus morhua,0.0000,3.0000,2.6250,1.8750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2020,1,27,11,126436,Gadus morhua,0.0000,1.5714,3.3571,8.3571,1.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2020,1,27,13,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2020,1,28,10,126436,Gadus morhua,0.0000,5.1429,7.6663,17.5725,3.1335,0.1991,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2020,1,28,11,126436,Gadus morhua,0.0000,0.2222,3.4373,16.6716,3.5493,0.7862,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2020,1,28,12,126436,Gadus morhua,0.0000,0.0000,0.0707,0.1515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
BITS,2020,1,28,9,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20210325
